id,observed_on_string,observed_on,Unnamed: 3,year,time_observed_at,time_zone,user_id,user_login,Source,created_at,updated_at,quality_grade,license,url,image_url,place_guess,latitude,longitude,species_guess,scientific_name,common_name,taxon_id,combined lat and long
,,1/6/19 0:00,,,1/6/19 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.36536,6.63643,,Hesperomyces virescens,,,"51.36536,6.63643"
,,1/6/19 0:00,,,1/6/19 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.68895,7.012024,,Hesperomyces virescens,,,"51.68895,7.012024"
26574781,2019/06/02 10:56 AM CEST,2/6/19 0:00,,,2019-06-02 08:56:00 UTC,Berlin,5643,jakob,iNaturalist,2019-06-07 22:19:15 UTC,2020-06-11 04:41:57 UTC,research,CC-BY,https://www.inaturalist.org/observations/26574781,https://inaturalist-open-data.s3.amazonaws.com/photos/41273639/medium.jpeg,Hinterhof,52.26559,10.53568,Green Beetle Hanger,Hesperomyces virescens,,,"52.26559,10.53568"
,,3/6/19 0:00,,,3/6/19 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.93006,7.97159,,Hesperomyces virescens,,,"51.93006,7.97159"
,,9/6/19 0:00,,,9/6/19 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.56843,6.841049,,Hesperomyces virescens,,,"51.56843,6.841049"
,,10/6/19 0:00,,,10/6/19 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.36536,6.63643,,Hesperomyces virescens,,,"51.36536,6.63643"
27052094,2019/06/15 6:22 PM CEST,15/06/2019,,,2019-06-15 16:22:00 UTC,Paris,1442162,rob-westerduijn,iNaturalist,2019-06-15 22:29:42 UTC,2020-06-11 04:41:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/27052094,https://inaturalist-open-data.s3.amazonaws.com/photos/42047451/medium.jpeg,"Zuid-Holland, Nederland",52.08675,4.385291,Green Beetle Hanger,Hesperomyces virescens,,,"52.08675,4.385291"
29022404,Wed Jul 17 2019 23:48:10 GMT+0200 (GMT+2),17/07/2019,,,2019-07-17 21:48:10 UTC,Africa/Johannesburg,1757663,marcoguido,iNaturalist,2019-07-17 22:13:37 UTC,2020-06-11 04:41:50 UTC,research,,https://www.inaturalist.org/observations/29022404,https://static.inaturalist.org/photos/45274172/medium.jpg,"Via Piave 58, Cesate, Lombardia, IT",45.59823,9.071747,Green Beetle Hanger,Hesperomyces virescens,,,"45.59823,9.071747"
29068331,2019/07/18 4:47 PM CEST,18/07/2019,,,2019-07-18 14:47:00 UTC,Paris,1442162,rob-westerduijn,iNaturalist,2019-07-18 18:07:33 UTC,2020-06-11 04:41:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/29068331,https://inaturalist-open-data.s3.amazonaws.com/photos/45348636/medium.jpeg,"Zuid-Holland, Nederland",52.08288,4.360335,Hesperomyces virescens,Hesperomyces virescens,,,"52.08288,4.360335"
,,22/07/2019,,,22/07/2019 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.36536,6.63643,,Hesperomyces virescens,,,"51.36536,6.63643"
31358381,2019/07/24 9:20 AM CEST,24/07/2019,,,2019-07-24 07:20:00 UTC,Paris,1409524,mobbini,iNaturalist,2019-08-23 18:17:20 UTC,2020-06-11 04:41:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/31358381,https://inaturalist-open-data.s3.amazonaws.com/photos/49071778/medium.jpg,"Mitte, Leipzig, Deutschland",51.34109,12.34745,Green Beetle Hanger,Hesperomyces virescens,,,"51.34109,12.34745"
31225552,2019-08-21 12:48:28 PM CEST,21/08/2019,,,2019-08-21 10:48:28 UTC,Paris,1135359,lazanzara,iNaturalist,2019-08-21 10:52:52 UTC,2020-06-11 04:41:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/31225552,https://inaturalist-open-data.s3.amazonaws.com/photos/49430412/medium.jpg,"Milano, Lombardia, IT",45.52174,9.328115,Green Beetle Hanger,Hesperomyces virescens,,,"45.52174,9.328115"
34171298,Fri Aug 23 2019 09:17:27 GMT+0200 (GMT+2),23/08/2019,,,2019-08-23 07:17:27 UTC,Africa/Johannesburg,1312397,mister_bumble,iNaturalist,2019-10-10 18:43:38 UTC,2020-06-11 04:45:57 UTC,research,CC-BY,https://www.inaturalist.org/observations/34171298,https://inaturalist-open-data.s3.amazonaws.com/photos/49036510/medium.jpg,"Lichtenrader Damm, Berlin, Berlin, DE",52.41079,13.40321,Green Beetle Hanger,Hesperomyces virescens,,,"52.41079,13.40321"
31615321,2019/08/25 10:10 AM CEST,25/08/2019,,,2019-08-25 08:10:00 UTC,Berlin,999066,alexis_orion,iNaturalist,2019-08-27 16:02:59 UTC,2021-11-12 22:34:46 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/31615321,https://inaturalist-open-data.s3.amazonaws.com/photos/49496471/medium.jpeg,"Charlottenburg-Wilmersdorf, Berlin, Germany",52.49769,13.25086,Hesperomyces virescens,Hesperomyces,,,"52.49769,13.25086"
33206535,2019/09/12 10:58 AM CEST,12/9/19 0:00,,,2019-09-12 08:58:00 UTC,Berlin,32124,martingrimm,iNaturalist,2019-09-22 18:08:04 UTC,2020-06-11 04:46:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33206535,https://inaturalist-open-data.s3.amazonaws.com/photos/52133941/medium.jpg,"Leipzig 2, Sachsen, Germany",51.35046,12.36019,Green Beetle Hanger,Hesperomyces virescens,,,"51.35046,12.36019"
33806282,2019/10/02 2:11 PM CEST,2/10/19 0:00,,,2019-10-02 12:11:00 UTC,Berlin,999066,alexis_orion,iNaturalist,2019-10-03 17:53:15 UTC,2020-06-11 04:46:04 UTC,research,CC-BY,https://www.inaturalist.org/observations/33806282,https://inaturalist-open-data.s3.amazonaws.com/photos/53134420/medium.jpeg,"Berliner Innenstadt, Berlin, Germany",52.48467,13.3122,Hesperomyces virescens,Hesperomyces virescens,,,"52.48467,13.3122"
34164542,2019/10/09 4:43 PM CEST,9/10/19 0:00,,,2019-10-09 14:43:00 UTC,Berlin,999066,alexis_orion,iNaturalist,2019-10-10 16:04:36 UTC,2020-06-11 04:45:58 UTC,research,CC-BY,https://www.inaturalist.org/observations/34164542,https://inaturalist-open-data.s3.amazonaws.com/photos/53733833/medium.jpeg,"Berliner Innenstadt, Berlin, Germany",52.469,13.42511,Green Beetle Hanger,Hesperomyces virescens,,,"52.469,13.42511"
34727423,Wed Oct 09 2019 18:08:54 GMT+0100 (GMT+1),9/10/19 0:00,,,2019-10-09 16:08:54 UTC,Amsterdam,353381,wildhamandpetersham,iNaturalist,2019-10-22 07:03:05 UTC,2021-03-10 05:30:48 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/34727423,https://inaturalist-open-data.s3.amazonaws.com/photos/54690493/medium.jpg,"Great Britain, Richmond, England, GB",51.43333,-0.32031,Green Beetle Hanger,Hesperomyces virescens,,,"51.43333,-0.32031"
34253026,2019/10/11 3:37 PM CEST,11/10/19 0:00,,,2019-10-11 13:37:00 UTC,Berlin,999066,alexis_orion,iNaturalist,2019-10-12 16:23:00 UTC,2020-06-11 04:45:54 UTC,research,CC-BY,https://www.inaturalist.org/observations/34253026,https://inaturalist-open-data.s3.amazonaws.com/photos/53883737/medium.jpeg,"Berliner Innenstadt, Berlin, Germany",52.4923,13.31831,Green Beetle Hanger,Hesperomyces virescens,,,"52.4923,13.31831"
34253337,2019/10/11 3:02 PM CEST,11/10/19 0:00,,,2019-10-11 13:02:00 UTC,Berlin,999066,alexis_orion,iNaturalist,2019-10-12 16:28:55 UTC,2020-06-11 04:45:50 UTC,research,CC-BY,https://www.inaturalist.org/observations/34253337,https://inaturalist-open-data.s3.amazonaws.com/photos/53884043/medium.jpeg,"Berliner Innenstadt, Berlin, Germany",52.4972,13.31616,Green Beetle Hanger,Hesperomyces virescens,,,"52.4972,13.31616"
34248149,Sat Oct 12 2019 15:25:39 GMT+0200 (GMT+2),12/10/19 0:00,,,2019-10-12 13:25:39 UTC,Africa/Johannesburg,1312397,mister_bumble,iNaturalist,2019-10-12 14:40:41 UTC,2020-06-11 04:45:53 UTC,research,CC-BY,https://www.inaturalist.org/observations/34248149,https://inaturalist-open-data.s3.amazonaws.com/photos/53876331/medium.jpg,"Dreifaltigkeitsfriedhof III, Berlin, Berlin, DE",52.44778,13.39267,Green Beetle Hanger,Hesperomyces virescens,,,"52.44778,13.39267"
,,12/10/19 0:00,,,12/10/19 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.51291,7.018762,,Hesperomyces virescens,,,"51.51291,7.018762"
,,14/10/2019,,,14/10/2019 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,50.79216,8.709519,,Hesperomyces virescens,,,"50.79216,8.709519"
34726438,Mon Oct 21 2019 17:59:14 GMT+0100 (GMT+1),21/10/2019,,,2019-10-21 15:59:14 UTC,Amsterdam,353381,wildhamandpetersham,iNaturalist,2019-10-22 06:06:28 UTC,2020-06-11 04:45:48 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/34726438,https://inaturalist-open-data.s3.amazonaws.com/photos/54688872/medium.jpg,"Great Britain, Richmond, England, GB",51.43604,-0.32268,,Hesperomyces virescens,,,"51.43604,-0.32268"
34746371,Tue Oct 22 2019 13:51:41 GMT+0100 (GMT+1),22/10/2019,,,2019-10-22 11:51:41 UTC,Amsterdam,353381,wildhamandpetersham,iNaturalist,2019-10-22 18:12:42 UTC,2020-06-11 04:45:47 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/34746371,https://inaturalist-open-data.s3.amazonaws.com/photos/54721873/medium.jpg,"Great Britain, Richmond, England, GB",51.43323,-0.32119,,Hesperomyces virescens,,,"51.43323,-0.32119"
35008072,Mon Oct 28 2019 15:21:41 GMT+0100 (GMT+1),28/10/2019,,,2019-10-28 14:21:41 UTC,Amsterdam,1827710,canaribrindille,iNaturalist,2019-10-28 14:25:34 UTC,2020-06-11 04:41:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35008072,https://inaturalist-open-data.s3.amazonaws.com/photos/55178863/medium.jpg,"Rue de Cernay, Les MoliÃƒÂ¨res, ÃƒÅ½le-de-France, FR",48.67066,2.064382,Green Beetle Hanger,Hesperomyces virescens,,,"48.67066,2.064382"
35541712,Sun Nov 10 2019 15:49:22 GMT+0000 (GMT),10/11/19 0:00,,,2019-11-10 15:49:22 UTC,London,353381,wildhamandpetersham,iNaturalist,2019-11-10 20:37:44 UTC,2020-06-11 04:41:28 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/35541712,https://inaturalist-open-data.s3.amazonaws.com/photos/56053845/medium.jpg,"Great Britain, Richmond, England, GB",51.43734,-0.3229,Green hanger,Hesperomyces virescens,,,"51.43734,-0.3229"
35541958,Sun Nov 10 2019 12:58:39 GMT+0000 (GMT),10/11/19 0:00,,,2019-11-10 12:58:39 UTC,London,353381,wildhamandpetersham,iNaturalist,2019-11-10 20:44:06 UTC,2020-06-11 04:41:28 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/35541958,https://inaturalist-open-data.s3.amazonaws.com/photos/56054355/medium.jpg,"Chiswick House and Gardens, London, England, GB",51.48512,-0.25912,,Hesperomyces virescens,,,"51.48512,-0.25912"
35845129,Mon Nov 18 2019 13:49:38 GMT+0000 (GMT),18/11/2019,,,2019-11-18 13:49:38 UTC,London,353381,wildhamandpetersham,iNaturalist,2019-11-19 08:17:55 UTC,2020-06-11 04:41:27 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/35845129,https://inaturalist-open-data.s3.amazonaws.com/photos/56575594/medium.jpg,"Great Britain, Richmond, England, GB",51.43317,-0.32119,,Hesperomyces virescens,,,"51.43317,-0.32119"
36039710,Sun Nov 24 2019 15:35:05 GMT+0000 (GMT),24/11/2019,,,2019-11-24 15:35:05 UTC,London,353381,wildhamandpetersham,iNaturalist,2019-11-25 00:22:34 UTC,2020-06-11 04:41:27 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/36039710,https://inaturalist-open-data.s3.amazonaws.com/photos/56917311/medium.jpg,"Great Britain, Richmond, England, GB",51.44591,-0.31613,,Hesperomyces virescens,,,"51.44591,-0.31613"
36157237,2019-11-26 2:05:06 PM GMT+01:00,26/11/2019,,,2019-11-26 13:05:06 UTC,Amsterdam,1944404,dirkpetersmann,iNaturalist,2019-11-28 11:32:45 UTC,2020-06-11 04:41:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36157237,https://inaturalist-open-data.s3.amazonaws.com/photos/57121137/medium.jpeg,"36214 Nentershausen, Deutschland",51.00929,9.935181,Green Beetle Hanger,Hesperomyces virescens,,,"51.00929,9.935181"
36355928,2019/11/28 11:13 AM CET,28/11/2019,,,2019-11-28 10:13:00 UTC,Berlin,999066,alexis_orion,iNaturalist,2019-12-04 20:05:04 UTC,2020-06-11 04:41:20 UTC,research,CC-BY,https://www.inaturalist.org/observations/36355928,https://inaturalist-open-data.s3.amazonaws.com/photos/57461250/medium.jpeg,"Charlottenburg-Wilmersdorf, Berlin, Germany",52.50816,13.26164,Green Beetle Hanger,Hesperomyces virescens,,,"52.50816,13.26164"
,,16/12/2019,,,16/12/2019 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,48.99912,9.400291,,Hesperomyces virescens,,,"48.99912,9.400291"
37108411,2019/12/18 3:03 PM CET,18/12/2019,,,2019-12-18 14:03:00 UTC,Paris,1506635,martinvas,iNaturalist,2019-12-30 20:52:55 UTC,2020-06-11 04:41:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/37108411,https://inaturalist-open-data.s3.amazonaws.com/photos/58773546/medium.jpeg,"682 01 VyÃ…Â¡kov, Ã„Å’esko",49.29464,17.01177,Green Beetle Hanger,Hesperomyces virescens,,,"49.29464,17.01177"
38174295,2020-01-31 2:32:41 PM GMT+01:00,31/01/2020,,,2020-01-31 13:32:41 UTC,Amsterdam,1790799,patrickwilken,iNaturalist,2020-02-01 08:49:08 UTC,2020-06-11 04:41:10 UTC,research,,https://www.inaturalist.org/observations/38174295,https://static.inaturalist.org/photos/60632558/medium.jpeg,"12045 Berlin, Germany",52.48528,13.44278,Green Beetle Hanger,Hesperomyces virescens,,,"52.48528,13.44278"
38179808,2020/02/01 10:33 AM GMT,1/2/20 0:00,,,2020-02-01 10:33:00 UTC,Europe/London,2554989,peter839,iNaturalist,2020-02-01 14:09:40 UTC,2022-04-23 08:24:00 UTC,research,,https://www.inaturalist.org/observations/38179808,https://inaturalist-open-data.s3.amazonaws.com/photos/60642257/medium.jpg,"Mechtersheim, 67354 RÃƒÂ¶merberg, Deutschland",49.26728,8.399589,Green Beetle Hanger,Hesperomyces virescens,,,"49.26728,8.399589"
38570437,Wed Feb 12 2020 15:32:35 GMT+0100 (GMT+1),12/2/20 0:00,,,2020-02-12 14:32:35 UTC,Berlin,1312397,mister_bumble,iNaturalist,2020-02-12 15:20:41 UTC,2020-06-11 04:44:07 UTC,research,CC-BY,https://www.inaturalist.org/observations/38570437,https://inaturalist-open-data.s3.amazonaws.com/photos/61319164/medium.jpg,"Dirschelweg, Berlin, Berlin, DE",52.4449,13.39976,Hesperomyces virescens,Hesperomyces virescens,,,"52.4449,13.39976"
38600898,Thu Feb 13 2020 11:13:53 GMT+0100 (GMT+1),13/02/2020,,,2020-02-13 10:13:53 UTC,Berlin,1312397,mister_bumble,iNaturalist,2020-02-13 11:25:53 UTC,2020-06-11 04:44:07 UTC,research,CC-BY,https://www.inaturalist.org/observations/38600898,https://inaturalist-open-data.s3.amazonaws.com/photos/61370483/medium.jpg,"Eisenacher StraÃƒÅ¸e, Berlin, Berlin, DE",52.44771,13.38954,Hesperomyces virescens,Hesperomyces virescens,,,"52.44771,13.38954"
38600914,Thu Feb 13 2020 11:14:38 GMT+0100 (GMT+1),13/02/2020,,,2020-02-13 10:14:38 UTC,Berlin,1312397,mister_bumble,iNaturalist,2020-02-13 11:27:10 UTC,2020-06-11 04:44:06 UTC,research,CC-BY,https://www.inaturalist.org/observations/38600914,https://inaturalist-open-data.s3.amazonaws.com/photos/61370509/medium.jpg,"Eisenacher StraÃƒÅ¸e, Berlin, Berlin, DE",52.4476,13.3918,Hesperomyces virescens,Hesperomyces virescens,,,"52.4476,13.3918"
38600925,Thu Feb 13 2020 11:14:50 GMT+0100 (GMT+1),13/02/2020,,,2020-02-13 10:14:50 UTC,Berlin,1312397,mister_bumble,iNaturalist,2020-02-13 11:27:54 UTC,2020-06-11 04:44:05 UTC,research,CC-BY,https://www.inaturalist.org/observations/38600925,https://inaturalist-open-data.s3.amazonaws.com/photos/61370537/medium.jpg,"Eisenacher StraÃƒÅ¸e, Berlin, Berlin, DE",52.44759,13.39175,Hesperomyces virescens,Hesperomyces virescens,,,"52.44759,13.39175"
38706441,Sun Feb 16 2020 11:48:06 GMT+0100 (GMT+1),16/02/2020,,,2020-02-16 10:48:06 UTC,Berlin,1312397,mister_bumble,iNaturalist,2020-02-16 12:19:15 UTC,2020-07-24 09:03:25 UTC,research,CC-BY,https://www.inaturalist.org/observations/38706441,https://inaturalist-open-data.s3.amazonaws.com/photos/61558559/medium.jpg,"Kosleckweg, Berlin, Berlin, DE",52.44573,13.39578,Green Beetle Hanger,Hesperomyces virescens,,,"52.44573,13.39578"
39588377,2020/03/05 3:20 PM CET,5/3/20 0:00,,,2020-03-05 14:20:00 UTC,Paris,1506635,martinvas,iNaturalist,2020-03-05 22:45:52 UTC,2020-06-11 04:43:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39588377,https://inaturalist-open-data.s3.amazonaws.com/photos/62820567/medium.jpeg,"683 23 Ivanovice na HanÃƒÂ©, Ã„Å’esko",49.30548,17.09425,Green Beetle Hanger,Hesperomyces virescens,,,"49.30548,17.09425"
39653818,2020/03/07 15:11 CEST,7/3/20 0:00,,,2020-03-07 14:11:00 UTC,Paris,2112813,rokcestnik,iNaturalist,2020-03-07 17:01:25 UTC,2020-06-11 04:43:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39653818,https://inaturalist-open-data.s3.amazonaws.com/photos/62931373/medium.jpeg,"StÃ…â„¢edoÃ„ÂeskÃƒÂ½, CZ",49.81636,14.42255,Green Beetle Hanger,Hesperomyces virescens,,,"49.81636,14.42255"
,,7/3/20 0:00,,,7/3/20 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.98133,8.251571,,Hesperomyces virescens,,,"49.98133,8.251571"
39772602,2020-03-09 7:22:40 PM GMT+01:00,9/3/20 0:00,,,2020-03-09 18:22:40 UTC,Amsterdam,1002444,pour,iNaturalist,2020-03-09 22:05:28 UTC,2020-06-11 04:43:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39772602,https://inaturalist-open-data.s3.amazonaws.com/photos/63133938/medium.jpeg,"Les Sarts, Lille, France",50.63334,3.112633,Green Beetle Hanger,Hesperomyces virescens,,,"50.63334,3.112633"
40120367,2020/03/14 11:44 AM CET,14/03/2020,,,2020-03-14 10:44:00 UTC,Berlin,999066,alexis_orion,iNaturalist,2020-03-17 08:25:03 UTC,2020-06-11 04:43:55 UTC,research,CC-BY,https://www.inaturalist.org/observations/40120367,https://inaturalist-open-data.s3.amazonaws.com/photos/63725846/medium.jpeg,"Berlin, Berlin, Germany",52.49548,13.32689,Green Beetle Hanger,Hesperomyces virescens,,,"52.49548,13.32689"
40588822,Mon Mar 23 2020 16:09:42 GMT+0100 (GMT+1),23/03/2020,,,2020-03-23 15:09:42 UTC,Berlin,1312397,mister_bumble,iNaturalist,2020-03-23 16:08:51 UTC,2020-06-11 04:43:50 UTC,research,CC-BY,https://www.inaturalist.org/observations/40588822,https://inaturalist-open-data.s3.amazonaws.com/photos/64331006/medium.jpg,"Kosleckweg, Berlin, Berlin, DE",52.44562,13.39689,Green Beetle Hanger,Hesperomyces virescens,,,"52.44562,13.39689"
42563251,2020/03/28 2:49 PM CET,28/03/2020,,,2020-03-28 13:49:00 UTC,Paris,2032730,waldgeist,iNaturalist,2020-04-19 12:58:05 UTC,2020-06-11 04:40:52 UTC,research,CC-BY,https://www.inaturalist.org/observations/42563251,https://inaturalist-open-data.s3.amazonaws.com/photos/64855916/medium.jpeg,"Neunkirchen, NiederÃƒÂ¶sterreich, Austria",47.66633,16.13693,Green Beetle Hanger,Hesperomyces virescens,,,"47.66633,16.13693"
42563292,2020/03/28 2:48 PM CET,28/03/2020,,,2020-03-28 13:48:00 UTC,Paris,2032730,waldgeist,iNaturalist,2020-04-19 12:58:54 UTC,2020-06-11 04:40:43 UTC,research,CC-BY,https://www.inaturalist.org/observations/42563292,https://inaturalist-open-data.s3.amazonaws.com/photos/64855828/medium.jpeg,"Neunkirchen, NiederÃƒÂ¶sterreich, Austria",47.66634,16.13694,Green Beetle Hanger,Hesperomyces virescens,,,"47.66634,16.13694"
42563546,2020/03/28 2:48 PM CET,28/03/2020,,,2020-03-28 13:48:00 UTC,Paris,2032730,waldgeist,iNaturalist,2020-04-19 13:03:12 UTC,2020-06-25 04:42:42 UTC,research,CC-BY,https://www.inaturalist.org/observations/42563546,https://inaturalist-open-data.s3.amazonaws.com/photos/64855812/medium.jpeg,"Neunkirchen, NiederÃƒÂ¶sterreich, Austria",47.66634,16.13694,Green Beetle Hanger,Hesperomyces virescens,,,"47.66634,16.13694"
41318175,########,3/4/20 0:00,,,2020-04-03 11:53:36 UTC,Belgrade,89890,alderash,iNaturalist,2020-04-03 20:34:27 UTC,2020-06-11 04:43:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/41318175,https://inaturalist-open-data.s3.amazonaws.com/photos/65535165/medium.jpg,"Stubo, Valjevo, Serbia",44.23251,19.74762,Green Beetle Hanger,Hesperomyces virescens,,,"44.23251,19.74762"
41662829,2020/04/03 6:56 PM CEST,3/4/20 0:00,,,2020-04-03 16:56:00 UTC,Paris,1506635,martinvas,iNaturalist,2020-04-08 03:04:25 UTC,2020-06-11 04:40:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/41662829,https://inaturalist-open-data.s3.amazonaws.com/photos/66095447/medium.jpeg,"682 01 VyÃ…Â¡kov, Ã„Å’esko",49.29471,17.01276,Green Beetle Hanger,Hesperomyces virescens,,,"49.29471,17.01276"
,,3/4/20 0:00,,,3/4/20 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,48.11469,11.65568,,Hesperomyces virescens,,,"48.11469,11.65568"
41623100,2020/04/04 12:37 PM CEST,4/4/20 0:00,,,2020-04-04 10:37:00 UTC,Berlin,5643,jakob,iNaturalist,2020-04-07 17:58:26 UTC,2020-06-11 04:41:02 UTC,research,CC-BY,https://www.inaturalist.org/observations/41623100,https://inaturalist-open-data.s3.amazonaws.com/photos/66029793/medium.jpeg,HInterhof,52.2656,10.5357,Green Beetle Hanger,Hesperomyces virescens,,,"52.2656,10.5357"
41432213,2020-04-05 12:34:37 PM GMT+02:00,5/4/20 0:00,,,2020-04-05 10:34:37 UTC,Berlin,999066,alexis_orion,iNaturalist,2020-04-05 10:48:21 UTC,2020-06-11 04:43:46 UTC,research,CC-BY,https://www.inaturalist.org/observations/41432213,https://inaturalist-open-data.s3.amazonaws.com/photos/65728536/medium.jpeg,"Berlin, DE-BE-BR, DE",52.49349,13.32323,Green Beetle Hanger,Hesperomyces virescens,,,"52.49349,13.32323"
41556511,2020-04-06 4:57:39 PM GMT+02:00,6/4/20 0:00,,,2020-04-06 14:57:39 UTC,Africa/Johannesburg,1985181,trichocereus,iNaturalist,2020-04-06 20:51:27 UTC,2020-06-11 04:43:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/41556511,https://inaturalist-open-data.s3.amazonaws.com/photos/65932571/medium.jpeg,"Merkenich, 50769 KÃƒÂ¶ln, Deutschland",51.02394,6.970871,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,,,"51.02394,6.970871"
